message_text,category,subcategory,language
Your profile was shortlisted for a remote data entry role. Pay Rs 500 for the training kit to start. Contact us immediately.,Job_Scam,Training_Fee,English
"IT Dept: Your ITR for AY 2025-26 and PAN XXXXX1234X has been successfully filed. Please e-verify if not done yet. - Income Tax Dept For queries, call our helpline.",Tax_Legitimate,ITR_Filing_Confirmation,English
"Dear Consumer, your payment of Rs 2,500.00 for Cons No 028512345678 is successfully received on 10-FEB-26. Receipt No: 9876543. -MSEDCL",Electricity_Legitimate,Payment_Confirmation,English
CRITICAL NOTICE: Alert: Your KYC documents have been rejected. Please re-upload your PAN and Aadhaar here.,KYC_Suspension,Document_Rejection,English
"Dear Customer, Income Tax Department: Yoyour ITR has been selected for verification. Share documents on WhatsApp.",Tax_Refund_Scam,Document_Verification,English
Official RTO Alert: Download the e-Challan app to pay your pending fines and avoid legal action. [Link to APK] Failure to respond will result in account suspension.,Echallan_Scam,APK_Malware,English
"I am Vijay Khanna from NIA, Mumbai. A parcel containing 5 passports and 200g of MDMA has been seized in your name.",Digital_Arrest,Narcotics_Claim,English
"Your Passport (No. ZXXXX123) has been printed and will be dispatched via Speed Post. Tracking No. will be shared shortly. - MEAPSP For queries, call our helpline.",Digital_Arrest_Legitimate,Passport_Status,English
"Dear Customer, A bank account in yoyour name at Canara Bank, Mumbai, is being used for money laundering with Jet Airways. This is yoyour final notice.",Digital_Arrest,Money_Laundering,English
"IndiaPost Payment Bank KYC login, Dear user ur India post payment bank account has been blocked today Plz updated your PAN Card immediatly click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
1000 Reward Points Credited for your HDFC Bank Credit Card XX1234. Your total points are 4500. Visit our official website for more details.,Lottery_Legitimate,Credit_Card_Rewards,English
Congratulations! You have been successfully vaccinated with Dose 2. Download your certificate from https://selfregistration.cowin.gov.in - COWIN Thank you for choosing our service.,Digital_Arrest_Legitimate,Vaccination_Update,English
Congratulations! You have been selected for a work-from-home role with Amazon. Earn Rs 5000 daily. Join here: [Link] sampark karein us immediately.,Job_Scam,Amazon_WFH,English
Welcome to our team! Complete 3 tasks to earn your first commission of Rs 150. Contact us turant.,Job_Scam,Trust_Building,English
IMMEDIATE ACTION: Earn money by watching YouTube videos and giving 5-star ratings to hotels. Contact us on Telegram for details.,Job_Scam,YouTube_Task,English
"Dear Taxpayer, A credit of Rs 10 Lakhs is waiting in yoyour refund account. Claim it at [Link]",Tax_Refund_Scam,Pending_Credit,English
ED: Your tax refund is pending due to KYC. Update your PAN card.,Tax_Refund_Scam,KYC_Pending,English
"WARNING: Dear vehicle owner, your e-challan is ready. Click to download the copy and pay the fine.",Echallan_Scam,Malware_Attachment,English
FINAL REMINDER: Part-time job offer: Earn extra income by reviewing movies on IMDb. Contact our manager on Telegram.,Job_Scam,Movie_Review,English
PARIVAHAN: Download your E-Aadhaar from https://eaadhaar.uidai.gov.in using your EID/UID. Do not use public computers. - UIDAI,Digital_Arrest_Legitimate,Aadhaar_Update,English
Order 123456789 from Meesho is out for delivery. Keep Rs. 450 ready for COD. Do not pay online via unknown links. - ECOMEX Thank you for choosing our service.,Courier_Legitimate,Out for Delivery,English
"GST: Your application for registration (ARN AA2702261234567) has been approved. Your GSTIN is 27AAAAA0000A1Z5. Welcome to GST. For queries, call our helpline.",Tax_Legitimate,GST_Registration,English
"Hello, do you have 2-3 minutes? I have a job offer that can bring a good income to your family. Contact us immediately.",Job_Scam,Emotional_Hook,English
Your Aadhaar Biometrics have been LOCKED successfully. You can unlock them using mAadhaar or the UIDAI website. - UIDAI Visit our official website for more details.,Digital_Arrest_Legitimate,Security_Alert,English
WARNING: Your application on Glassdoor (USA) has been accepted. Can you talk for 2-3 minutes about the income?,Job_Scam,Glassdoor_Spoof,English
Your payment of Rs. 500 for No Parking Challan (GJ05IJ2345) is successful. Ref: 987654321. - Traffic Police,Echallan_Legitimate,Payment Confirmation,English
Congratulations! You have been selected for a work-from-home role with Amazon. Earn Rs 5000 daily. Join here: http://indlapostt.net/in Act immediately to avoid legal consequences.,Job_Scam,Amazon_WFH,English
Your Vehicle TN07EF3456 Fitness Certificate is valid till 10-Mar-2026. Apply for renewal on Vahan portal to avoid late fee. - MoRTH,Echallan_Legitimate,Registration Renewal,English
Electricity Office: Your power will be disconnected tonight. Call officer 8240XXXXXX to verify payment.,Electricity_Scam,Verification_Call,English
"Dear, you have passed our interview. Salary is 23,00/month. Please contact to discuss detail. Do not delay.",Job_Scam,Interview_Pass,English
"Dear Customer, Customs Department Mumbai: Yoyour PAN is linked to a drug case. Stay on camera or we will arrest you at home.",Digital_Arrest,PAN_Link,English
"Hello, do you have 2-3 minutes? I have a job offer that can bring a good income to your family. Failure to respond will result in account suspension.",Job_Scam,Emotional_Hook,English
Shine Alert: 5 jobs for 'Sales Executive' in Delhi. Check matching companies: https://shn.in/s/abc12 - SHINE Thank you for banking with us.,Job_Legitimate,Job_Alert,English
"HDFC Bank: Rs 500.00 debited from a/c XX1234 on 05-Feb-26 to VPA airtel.pay@upi (Ref 605900112). Report unauthorized txn at hdfcbank.com. For queries, call our helpline.",KYC_Legitimate,UPI Confirmation,English
Internshala: Your application for 'Social Media Intern' at Chumbak has been shortlisted. Chat with the employer now: https://intn.sh/c/12 Thank you for choosing our service.,Job_Legitimate,Application_Status,English
Naukri: Recruiter from 'Reliance Industries' has searched your profile. Update your resume to stay visible: https://nkr.in/u/99 - NAUKRI Visit our official website for more details.,Job_Legitimate,Recruiter_Action,English
YONO Yes Bank Update: Your KYC has expired. Please log in here to update your PAN.,KYC_Suspension,SBI_YONO,English
"FINAL REMINDER: IndiaPost Payment Bank KYC login, Dear user your India post payment bank account has been blocked today please updated your PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
"Passport Seva: Your File No. MH123456 is closed due to non-availability of documents. Re-apply with fresh fee. - MEAPSP For queries, call our helpline.",Digital_Arrest_Legitimate,Passport_Status,English
NOTICE: Official Notice: Electricity power will be disconnected tonight at 11 PM. Update your payment on the app.,Electricity_Scam,App_Download,English
"Dear Candidate, your interview with Accenture India for 'Cloud Engineer' role is scheduled via Microsoft Teams at 3:00 PM today. - CAPGEM",Job_Legitimate,Interview_Call,English
"Cybercrime: If you have lost money to a fraud, call 1930 immediately to freeze the transaction. - CYBERP For queries, call our helpline.",Digital_Arrest_Legitimate,Cyber_Awareness,English
"CRITICAL NOTICE: Dear Customer, Your bank account is suspended due to KYC failure. Update now: [Link]",KYC_Suspension,Account_Suspension,English
IMPORTANT: Prize delivery: You have won a gift. Pay shipping charges to claim: [Link],Courier_Scam,Prize_Delivery,English
CRITICAL NOTICE: Your vehicle [Number] has an outstanding traffic fine. Pay now to avoid vehicle impoundment. Ignore at your own risk.,Echallan_Scam,Impound_Threat,English
"Dear Customer, Yoyour Aadhaar is linked to a terror funding case in HDFC bank. Press 1 to speak to the Crime Branch. Contact us immediately.",Digital_Arrest,Terror_Funding,English
ALERT: Income Tax: Your refund is blocked. Update your bank account details now at [Link]. Ignore at your own risk.,Tax_Refund_Scam,Bank_Update,English
ALERT: Your international shipment is on hold. Pay customs duty of Rs 2800 to release.,Courier_Scam,International_Shipment,English
"Cashback of INR 1000.00 has been credited for your scan and pay at Mother Dairy. For queries, call our helpline.",Lottery_Legitimate,Amazon_Pay_Cashback,English
IMMEDIATE ACTION: Unusual activity detected in your account. Click to secure your account and update KYC.,KYC_Suspension,Security_Alert,English
"TRAI: 5G services are being rolled out. Check with your operator for compatibility. No separate SIM required. - TRAI For queries, call our helpline.",Digital_Arrest_Legitimate,Service_Notification,English
"Hi, your shipment 123456789 from Nykaa has reached the nearest facility and will be out for delivery soon. - DLHVRY Thank you for choosing our service.",Courier_Legitimate,Tracking Alert,English
CESC Notice: Your previous bill is unpaid. Power disconnection tonight at 10 PM. Contact 81262XXXXX.,Electricity_Scam,TNEB_Spoof,English
"Dear vehicle owner, your e-challan is ready. Click to download the copy and pay the fine. Do not delay.",Echallan_Scam,Malware_Attachment,English
"CRITICAL NOTICE: Dear User, your bank account is blocked. Update your KYC to continue services. Visit http://bit.ly/XXXXX",KYC_Suspension,Service_Block,English
"Cognizant: Congratulations! You have successfully cleared the Technical Round. HR round is scheduled for 02-Mar-2026. - TECHM For queries, call our helpline.",Job_Legitimate,Interview_Status,English
Traffic Department: You have a pending challan of Rs 300 for no helmet. Pay here: [Malicious Link] Contact us immediately.,Echallan_Scam,Helmet_Violation,English
IMMEDIATE ACTION: Your electricity P0wer will be disconnected 10.30 pm because your b! II not updated. Contact power office 7001XXXXXX,Electricity_Scam,Typo_Detection_Bypass,English
TPDDL Notification: Go-Green and get Rs.10 discount on every bill. Register at https://pro.mahadiscom.in/Go-Green/gogreen.jsp,Electricity_Legitimate,General_Notification,English
"Dear Candidate, your application for Systems Engineer at Tech Mahindra (Ref ID: DT20261234) has been shortlisted. Check email for interview schedule. - TCSHR Thank you for banking with us.",Job_Legitimate,Application_Status,English
NOTICE: Parivahan Alert: Your e-challan is generated. Pay within 1 hour to get a 20% discount.,Echallan_Scam,Discount_Trap,English
Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 10-Mar-26. -CESC Visit our official website for more details.,Electricity_Legitimate,Disconnection_Notice,English
IT Dept: Your ITR for AY 2025-26 has been processed. Please check your registered email for Intimation u/s 143(1). - IT Dept,Tax_Legitimate,ITR_Processing_Alert,English
Your electriccity service is ending tonight at 10 PM. Please call 9065XXXXXX for support.,Electricity_Scam,Service_Ending,English
IMPORTANT: Official RTO Alert: Download the e-Challan app to pay your pending fines and avoid legal action. [Link to APK],Echallan_Scam,APK_Malware,English
Cashback of Rs 150 has been credited to your Amazon Pay balance for your recent order.,Lottery_Legitimate,Amazon_Pay_Cashback,English
FASTag Monthly Pass for Plaza 'Mumbai Entry Point' for Vehicle KA03CD9012 is renewed till 31-Mar-2026. - NHAI,Echallan_Legitimate,Fastag Alert,English
"Your Delhivery order for 'Casio Watch' is arriving today. Our driver may call you for directions. - AMZNIN For queries, call our helpline.",Courier_Legitimate,Out for Delivery,English
"Dear Customer, ED Alert: Yoyour bank accounts are being frozen for investigation. Transfer yoyour funds for audit.",Digital_Arrest,ED_Spoof,English
FINAL REMINDER: Final Notice: Your income tax payment was inaccurate. Pay the difference now at [Link],Tax_Refund_Scam,Payment_Inaccurate,English
"WARNING: Dear Customer, Your KYC is incomplete. Call 1800-XXX-XXXX to verify and avoid account block.",KYC_Suspension,Call_Back,English
"IMPORTANT: IndiaPost Payment Bank KYC login, Dear user your India post payment bank account has been blocked today please updated your PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
"You have received a cashback of Rs 1,890 on PhonePe for your LPG Cylinder booking.",Lottery_Legitimate,PhonePe_Cashback,English
RTO Vahan Parivahan: Update your mobile number to view your traffic violation history. Do not delay.,Echallan_Scam,Mobile_Update,English
"Dear Customer, BlueDart: Yoyour item is out for delivery. Click to track: [Malicious Link]",Courier_Scam,Tracking_Link,English
"Dear Consumer, Your electricity service is being suspended due to non-payment. Call 9054XXXXXX to stop.",Electricity_Scam,Service_Suspension,English
Claim your tax credit now! Visit the official portal link http://sbi-kyc-update.in for verification.,Tax_Refund_Scam,Tax_Credit,English
"Dear Consumer, reading for your meter 07642958708 will be taken on 02-MAR-2026. Please ensure meter accessibility. -PSPCL",Electricity_Legitimate,Meter_Reading_Alert,English
DTDC: Article No RC112233445IN successfully delivered to recipient. - India Post,Courier_Legitimate,Delivery Confirmation,English
"Dear consumer, power cut 8:30 PM. Please contact electricity officer immediately. Call [Number].",Electricity_Scam,Urgent_Contact,English
National Permit for Vehicle NL01AD1122 is granted for 1 year. Download permit from Parivahan portal. - MoRTH Thank you for choosing our service.,Echallan_Legitimate,VAHAN Notification,English
IT Dept: Your request for refund reissue for AY 2023-24 has been submitted successfully. Ack No: 1122334455. Thank you for banking with us.,Tax_Legitimate,Refund_Notification,English
"ACTION REQUIRED: Congratulations! You won 10 lakhs in the KBC Lucky Draw. To claim, pay the 1% processing fee now.",Lottery_Scam,KBC_Draw,English
"Dear Customer, CRITICAL NOTICE: YONO SBI: Dear Customer, yoyour account is being blocked. Update yoyour PAN card on [Link]",KYC_Suspension,SBI_Block,English
IMPORTANT: VIP Task: Send Rs 1000 and get Rs 1500 cashback within 10 minutes. 100% Guaranteed.,Job_Scam,Investment_Task,English
NCB: Your social media account is used for illegal activity. You are under arrest.,Digital_Arrest,Social_Media_Crime,English
"ALERT: Dear Customer, Your power will be disconnected tonight. Pay Rs 10 on this link for immediate update.",Electricity_Scam,Token_Payment,English
"MSEB Alert: Dear Customer, Your power supply will be cut off tonight at 9:00 PM. Call MSEB officer [Number].",Electricity_Scam,MSEB_Spoof,English
"Dear Customer, Yoyour Aadhaar is being used for human trafficking. You must pay Rs 12.60 Lakhs for clearance.",Digital_Arrest,Trafficking_Claim,English
"Hi Arjun, you are a top applicant for 'Senior Data Analyst' at Deloitte. Apply now: https://lnkd.in/e/job123 - LinkedIn Visit our official website for more details.",Job_Legitimate,Job_Recommendation,English
"Dear Citizen, your appointment for Dose 1 is confirmed for 01-Mar-2026 at Apollo Hospital, Delhi. Carry your ID proof. - COWIN For queries, call our helpline.",Digital_Arrest_Legitimate,Vaccination_Update,English
HDFC Bank: Rs 1500.00 debited from a/c XX4321 on 28-02-26 to VPA merchant@upi (Ref No 605912345). Not you? Call 18002586161.,KYC_Legitimate,Debit Transaction,English
"Dear Consumer, Power supply to your premises will be affected on 05-MAR-26 from 10:00 AM to 04:00 PM due to maintenance work. Inconvenience regretted. -BSES Rajdhani For queries, call our helpline.",Electricity_Legitimate,Maintenance_Alert,English
Flipkart: Article No RD998877665IN has been received at Bangalore Sorting Office. - India Post,Courier_Legitimate,Tracking Alert,English
Important document from India Post is out for delivery. Tracking link: [Malicious Link] Ignore at your own risk.,Courier_Scam,India_Post,English
IMMEDIATE ACTION: Traffic Department: You have a pending challan of Rs 300 for no helmet. Pay here: [Malicious Link] This is your final notice.,Echallan_Scam,Helmet_Violation,English
Your application for 'Software Engineer' at Zomato has been viewed by the recruiter. Stay tuned for updates. - ZOMATO Thank you for banking with us.,Job_Legitimate,Application_Status,English
"NOTICE: Dear Customer, PAN card update mandatory for all users. Failure to update will result in account freeze.",KYC_Suspension,Mandatory_Update,English
"Payment of Rs 1,000.00 made to Zomato via UPI from your RBL Bank A/c XX908 on 28-02-26. Ref: 305812345. Not done by you? Call 02261156300.",KYC_Legitimate,UPI Confirmation,English
"Dear user, your income tax return for AY 2024-25 shows a discrepancy. Resolve here: [Link] Failure to respond will result in account suspension.",Tax_Refund_Scam,Discrepancy,English
Delhivery: Your shipment from Zivame is out for delivery. Pay Rs 899 via Cash/QR to the agent. - DLHVRY Thank you for choosing our service.,Courier_Legitimate,Out for Delivery,English
FASTag for Vehicle MH04GQ7788 has been blacklisted due to low balance. Recharge immediately to activate. - NHAI Thank you for choosing our service.,Echallan_Legitimate,Fastag Alert,English
"Dear Customer, your ICICI Bank Credit Card XX1122 statement for January 2026 is now available. Log in to iMobile Pay to view/pay. Thank you for banking with us.",KYC_Legitimate,Account Statement,English
"Dear Customer, Income Tax: Yoyour refund is blocked. Update yoyour bank account details now at [Link].",Tax_Refund_Scam,Bank_Update,English
NOTICE: Your net banking will be deactivated today. Please update Ur profile details.,KYC_Suspension,Profile_Update,English
Traffic Police Alert: Your vehicle was caught overspeeding. Pay your fine on [Link] Ignore at your own risk.,Echallan_Scam,Overspeeding,English
TRAI: Download your E-Aadhaar from https://eaadhaar.uidai.gov.in using your EID/UID. Do not use public computers. - UIDAI Visit our official website for more details.,Digital_Arrest_Legitimate,Aadhaar_Update,English
"Dear Candidate, please upload your documents (PAN, Degree) on the Mahindra & Mahindra career portal to proceed with your offer. - MAINDRA Visit our official website for more details.",Job_Legitimate,Application_Status,English
You have received a cashback of Rs. 10 on PhonePe for your Mobile Recharge of 9876543210. Check your History. Thank you for banking with us.,Lottery_Legitimate,PhonePe_Cashback,English
Final Notice: Your income tax payment was inaccurate. Pay the difference now at http://bit.ly/XXXXX Act immediately to avoid legal consequences.,Tax_Refund_Scam,Payment_Inaccurate,English
Tata Motors: You have been invited for a Group Discussion for the 'Manager' role on 05-Mar-2026 at 9 AM. Venue: Pimpri Office. - TATMOT Visit our official website for more details.,Job_Legitimate,Interview_Call,English
"Congrats! You received Rs 15,000.00 cashback for your Electricity Bill payment on Amazon Pay.",Lottery_Legitimate,Amazon_Pay_Cashback,English
Notice: Pending Traffic Challan for [Vehicle Number]. Click the link to pay the fine of Rs 500. This is your final notice.,Echallan_Scam,Fine_Payment,English
"Dear Customer, IMMEDIATE ACTION: Unusual activity detected in yoyour account. Click to secure yoyour account and update KYC.",KYC_Suspension,Security_Alert,English
Payment of Rs. 1000 received for Challan GJ0122334455 (Vehicle KA03CD9012). Transaction ID: 12345678. - Traffic Police Thank you for choosing our service.,Echallan_Legitimate,Payment Confirmation,English
"Dear Customer, BlueDart Alert: Yoyour parcel delivery is unsuccessful. Click here to update yoyour address.",Courier_Scam,BlueDart_Spoof,English
"Dear Customer, your Canara Bank a/c XX123 is debited for Rs 2000 on 28-FEB-26. Info: BIL*Electricity. Total Avail Bal is Rs 45000.",KYC_Legitimate,Debit Transaction,English
"Security Alert: A new device has logged into your DigiLocker account. If this wasn't you, change your PIN immediately. - DGLKRP Thank you for choosing our service.",Digital_Arrest_Legitimate,Security_Alert,English
Your electriccity bill is pending for 2 months. Power will be disconnected in 2 hours. Call [Number] now.,Electricity_Scam,Urgent_Threat,English
Your India Post shipment 987654321 from AJIO has been picked up. Track: https://dlvry.in/t/9876 - DELHI,Courier_Legitimate,Tracking Alert,English
"Dear Customer, WARNING: Yoyour account has been compromised. Please share yoyour OTP to secure it.",KYC_Suspension,Vishing_Script,English
"Cashback of Rs 10,000.00 credited for your recent transaction at Dairy Parlour.",Lottery_Legitimate,PhonePe_Cashback,English
"FINAL REMINDER: Congratulations! You won 50,000 cashback. Click here to claim directly to your bank account.",Lottery_Scam,Cashback,English
"Your Vehicle MH12EF9012 Fitness Certificate is valid till 10-Mar-2026. Apply for renewal on Vahan portal to avoid late fee. - MoRTH For queries, call our helpline.",Echallan_Legitimate,Registration Renewal,English
Your application for 'Junior Designer' at Myntra has been moved to the 'Interview' stage. Check Myntra Careers portal for details. - MYNTRA Thank you for choosing our service.,Job_Legitimate,Application_Status,English
Tax Fraud Alert: Your name is linked to a tax evasion case. Resolve immediately: https://echallaom.vip/in Ignore at your own risk.,Tax_Refund_Scam,Evasion_Alert,English
"Your ITR for 2023 is overdue. Pay a penalty of Rs 1,000 or resolve here: [Fake Link]",Tax_Refund_Scam,Penalty_Threat,English
"Dear Consumer, Greetings from MSEDCL! Your bill details: Account ID: 9648875000, Amount: Rs. 3705, Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM",Electricity_Legitimate,Bill_Generation_Alert,English
TRAI: Download your E-Aadhaar from https://eaadhaar.uidai.gov.in using your EID/UID. Do not use public computers. - UIDAI,Digital_Arrest_Legitimate,Aadhaar_Update,English
"Dear Consumer, your Smart Meter balance for Acc 500123456 is low (Rs. 45.00). Please recharge soon to avoid automatic disconnection. -BSES Rajdhani",Electricity_Legitimate,Smart_Meter_Notification,English
"Dear Customer, Yoyour ITR for 2023 is overdue. Pay a penalty of Rs 5000 or resolve here: [Link]",Tax_Refund_Scam,Penalty_Threat,English
India Post: Article No RD998877665IN has been received at Bangalore Sorting Office. - India Post Thank you for banking with us.,Courier_Legitimate,Tracking Alert,English
"ITDEPT Alert: Do not respond to calls from unknown international numbers starting with +92 or +1. Stay safe from cyber fraud. - TRAI For queries, call our helpline.",Digital_Arrest_Legitimate,Service_Notification,English
Notification: Previous month's bill not found. Power will be disconnected in 2 hours. Call officer [Number].,Electricity_Scam,Bill_Not_Found,English
IMPORTANT: India Post Alert: Your parcel is being returned. Update address to stop return: [Link],Courier_Scam,Return_Prevention,English
TCS: Your Resume has been shortlisted for the NextGen Graduate Program. Complete your assessment by 02-Mar-2026. Link in email. - WIPRO,Job_Legitimate,Application_Status,English
"Cashback of Rs 3,000.00 credited to your PhonePe Gift Balance for your transaction.",Lottery_Legitimate,PhonePe_Cashback,English
"Your Xpressbees shipment 22334455 is out for delivery. Please be available to receive it. - XPBEE For queries, call our helpline.",Courier_Legitimate,Out for Delivery,English
Your Vehicle MH12AB1234 Fitness Certificate is valid till 10-Mar-2026. Apply for renewal on Vahan portal to avoid late fee. - MoRTH Visit our official website for more details.,Echallan_Legitimate,Registration Renewal,English
Payment for Fancy Number MH12AB1234 received successfully. Keep the receipt for further process. - Parivahan Thank you for banking with us.,Echallan_Legitimate,VAHAN Notification,English
"Dear Customer, Re-KYC for your ICICI Bank Account XX889 is successfully completed through Video KYC. No further action is required. Visit our official website for more details.",KYC_Legitimate,KYC Confirmation,English
FINAL REMINDER: RTO Vahan Parivahan: Update your mobile number to view your traffic violation history.,Echallan_Scam,Mobile_Update,English
Your HSRP request for Vehicle DL3CBM1122 is processed. Home delivery scheduled for 02-Mar-2026. Contact 1800-XXX-XXXX for queries. Thank you for choosing our service.,Echallan_Legitimate,VAHAN Notification,English
Get paid for your time! Earn money just by liking and sharing TikTok videos. Start today. Do not delay.,Job_Scam,TikTok_Likes,English
"Dear Consumer, Greetings from BESCOM! Your bill details: Account ID: 9648875000, Amount: Rs 1,890 Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM",Electricity_Legitimate,Bill_Generation_Alert,English
889900 is the OTP to login to your Bank of Baroda NetBanking. Valid for 100 seconds. Do not share this with anyone even if they claim to be from the Bank.,KYC_Legitimate,OTP,English
"Dear Customer, TRAI Alert: Yoyour bank accounts are being frozen for investigation. Transfer yoyour funds for audit.",Digital_Arrest,ED_Spoof,English
WARNING: Power supply will be disconnected tonight. Update your dues by calling the electricity officer now.,Electricity_Scam,Due_Update,English
"ACTION REQUIRED: Dear user, your YONO Union Bank account will be deactivated today. Please update your PAN to avoid block: http://sbi-verification-update.in",KYC_Suspension,SBI_Spoof,English
RBL Bank: Rs 1500.00 debited from a/c XX4321 on 28-02-26 to VPA merchant@upi (Ref No 605912345). Not you? Call 18002586161.,KYC_Legitimate,Debit Transaction,English
"Dear Consumer, Greetings from TNEB! Your bill details: Account ID: 9648875000, Amount: Rs. 3705, Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM",Electricity_Legitimate,Bill_Generation_Alert,English
"Amazon India: Your virtual interview for 'Operations Manager' is confirmed for 04-Mar-2026. Download Amazon Chime for the call. - AMZNIN For queries, call our helpline.",Job_Legitimate,Interview_Call,English
Your Aadhaar Biometrics have been LOCKED successfully. You can unlock them using mAadhaar or the ITDEPT website. - UIDAI Visit our official website for more details.,Digital_Arrest_Legitimate,Security_Alert,English
"Amazon Pay: Rs 3,200 Gift Card has been added to your balance. Total balance: Rs. 540. Thank you for banking with us.",Lottery_Legitimate,Amazon_Gift_Card,English
"DigiLocker: Your PAN Verification Record is now available in your 'Issued Documents' section. Verify at digilocker.gov.in. - DGLKRP For queries, call our helpline.",Digital_Arrest_Legitimate,Document_Confirmation,English
"Dear customer, your Amazon order is stuck due to incomplete payment. Pay Rs 10,000 now to process.",Courier_Scam,Ecom_Order,English
"Dear Taxpayer, your ITR for AY 2024-25 is pending for e-verification. Please e-verify to avoid processing delays. - IT Dept Visit our official website for more details.",Tax_Legitimate,ITR_Filing_Confirmation,English
IT Dept: Your ITR for AY 2023-24 (E-filing Ack No 1234567890) has been successfully e-verified. No further action is required. Thank you for banking with us.,Tax_Legitimate,ITR_Filing_Confirmation,English
"Amazon Quiz Winner: You won Rs 2,000! Click here to transfer the amount to your UPI account.",Lottery_Scam,Quiz_Winner,English
"Dear Taxpayer, your PAN XXXXX1234X is now successfully linked with Aadhaar. - IT Dept Thank you for banking with us.",Tax_Legitimate,General_Notification,English
URGENT: Notice: Immediate payment of e-challan required to avoid vehicle confiscation.,Echallan_Scam,Confiscation_Threat,English
"IMPORTANT: Dear Consumer your electricity power will be disconnected. Tonight at 9.30 pm from electricity office, because your previous month's bill was not updated. Please immediately contact our electricity officer call 91538xxxxx. Thank you.",Electricity_Scam,Disconnection_930,English
"Bescom Alert: Your bill for AccID 1234567890 is generated. Amt: Rs 5,000.00. Last date to pay: 15-Mar-2026. Dial 1912 for help.",Electricity_Legitimate,Bill_Generation_Alert,English
"Hello, my name is XXXXXX. Our company works with TikTok merchants who are willing to pay to increase subscriptions. You can earn 300-800 euros every day. Do not delay.",Job_Scam,TikTok_Likes,English
"Urgent Hiring: 50 open positions for online product boosters. Work from home, Rs 25 Lakhs per day. Do not delay.",Job_Scam,Product_Booster,English
Internshala: Your application for 'Social Media Intern' at Chumbak has been shortlisted. Chat with the employer now: https://intn.sh/c/12 Thank you for banking with us.,Job_Legitimate,Application_Status,English
Dear customer your electrcity power will be disconnected by tonight. Last month bill was not updated. Immediately contact our officer 9054XXXXX -- BrentsElectricity,Electricity_Scam,Disconnection_Brents,English
ACTION REQUIRED: Electricity power will be cut tonight. Last month bill update required. Contact officer 9054XXXXXX.,Electricity_Scam,Disconnection,English
Naukri Alert: 15 New Job(s) for 'Python Developer' in Bengaluru matching your profile. View at: https://nkr.in/a/12345 - NAUKRI Thank you for banking with us.,Job_Legitimate,Job_Alert,English
FINAL REMINDER: Scan this QR code to pay your traffic fine immediately and get a 50% discount.,Echallan_Scam,QR_Scam,English
"Dear Consumer, your Smart Meter balance for Acc 500123456 is low (Rs. 45.00). Please recharge soon to avoid automatic disconnection. -BESCOM",Electricity_Legitimate,Smart_Meter_Notification,English
"Income Tax Dept: 778899 is your OTP to download Form 26AS. Valid for 15 minutes. - IT Dept For queries, call our helpline.",Tax_Legitimate,OTP_Alert,English
ITDEPT: 5G services are being rolled out. Check with your operator for compatibility. No separate SIM required. - TRAI Thank you for banking with us.,Digital_Arrest_Legitimate,Service_Notification,English
"Cashback of Rs 3,000.00 credited to your Paytm wallet for your Gas Bill payment.",Lottery_Legitimate,Paytm_Wallet_Cashback,English
Income Tax Department Alert: Your bank accounts are being frozen for investigation. Transfer your funds for audit.,Digital_Arrest,ED_Spoof,English
NOTICE: You won a $1000 Walmart Gift Card. Click here to claim your reward before it expires.,Lottery_Scam,Gift_Card,English
"Dear Customer, We will stop yoyour children's travel and jobs if you do not give us the money now. This is your final notice.",Digital_Arrest,Threat_Family,English
"Dear Customer, FedEx Alert: Yoyour parcel delivery is unsuccessful. Click here to update yoyour address.",Courier_Scam,BlueDart_Spoof,English
"Dear Taxpayer, your ITR for AY 2025-26 is pending for e-verification. Please e-verify to avoid processing delays. - IT Dept For queries, call our helpline.",Tax_Legitimate,ITR_Filing_Confirmation,English
Infosys: Your Resume has been shortlisted for the NextGen Graduate Program. Complete your assessment by 02-Mar-2026. Link in email. - WIPRO Thank you for banking with us.,Job_Legitimate,Application_Status,English
Police Verification Report for your Passport application is received at RTO. Processing is under progress. - MEAPSP Thank you for choosing our service.,Digital_Arrest_Legitimate,Passport_Status,English
"WARNING: Surprise! Your Flipkart order has earned you a scratch card worth Rs 10,000. Scratch here.",Lottery_Scam,Ecom_Reward,English
NOTICE: Part-time job offer: Earn extra income by reviewing movies on IMDb. Contact our manager on Telegram. Act immediately to avoid legal consequences.,Job_Scam,Movie_Review,English
Your electricity service is ending 11:00 PM at 10 PM. Please call 8240XXXXXX for support.,Electricity_Scam,Service_Ending,English
"Dear Consumer, Greetings from BSES Rajdhani! Your bill details: Account ID: 9648875000, Amount: Rs. 3705, Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM",Electricity_Legitimate,Bill_Generation_Alert,English
